P0	P10	P20	P30	P40	P60	P90	P120	fit.cluster
YKL102C	0	0	0	0	0	0	0	0	5
YKL104C	18	0	0	0	0	0	0	0	5
YKL105C	0	0	0	0	0	157	0	0	5
YKL106C-A	134	0	0	0	0	84	0	0	5
YKL106W	0	0	0	0	0	0	0	0	5
YKL107W	0	0	0	0	0	0	0	0	5
YKL108W	0	0	0	0	0	0	0	0	5
YKL109W	0	0	0	0	0	0	0	0	5
YKL110C	0	0	0	0	0	0	0	0	5
YKL111C	0	0	0	0	0	0	0	0	5
YKL112W	0	0	0	0	0	0	0	0	5
YKL113C	0	0	0	0	0	0	0	0	5
YKL115C	0	0	0	0	0	0	0	0	5
YKL116C	0	0	0	0	0	0	0	0	5
YKL117W	0	0	0	0	0	0	0	352	5
YKL118W	0	0	0	0	0	0	0	0	5
YKL119C	0	0	0	0	0	0	0	0	5
YKL120W	0	0	0	0	0	0	0	0	5
YKL121W	0	0	0	0	0	0	47	0	5
YKL122C	0	0	241	0	0	0	0	0	5
YKL123W	0	0	0	0	0	0	0	0	5
YKL124W	0	0	0	0	0	0	0	0	5
YKL125W	0	0	0	196	96	0	0	0	5
YKL126W	0	0	0	0	0	0	0	0	5
YKL127W	0	0	0	0	0	0	0	0	5
YKL129C	0	0	0	0	0	0	0	0	5
YKL130C	0	0	0	0	0	0	0	0	5
YKL131W	0	0	0	0	0	0	0	0	5
YKL132C	0	0	0	0	0	0	0	0	5
YKL133C	0	0	0	0	58	0	0	0	5
YKL134C	0	0	0	0	0	0	0	0	5
YKL136W	0	0	0	0	0	0	0	0	5
YKL137W	0	0	0	0	0	0	0	0	5
YKL138C	0	0	0	0	0	0	0	0	5
YKL139W	0	0	0	0	0	0	0	0	5
YKL140W	0	0	0	0	0	0	0	0	5
YKL141W	0	0	0	0	0	0	0	0	5
YKL143W	0	0	0	0	0	0	0	0	5
YKL144C	0	0	0	0	0	0	0	0	5
YKL145W	0	0	0	0	0	0	0	0	5
YKL146W	0	0	0	0	0	0	0	0	5
YKL147C	0	0	0	0	0	0	0	0	5
YKL149C	0	0	0	0	0	0	0	0	5
YKL151C	0	0	0	0	0	0	0	0	5
YKL153W	0	0	0	0	0	0	0	0	5
YKL154W	0	0	0	0	0	0	0	0	5
YKL155C	0	0	0	0	0	0	0	67	5
YKL156W	0	0	0	0	0	0	0	0	5
YKL158W	0	0	0	0	0	0	0	0	5
YKL159C	0	0	0	0	0	0	0	0	5
YKL160W	0	0	0	0	0	0	0	0	5
YKL161C	0	0	0	0	44	0	0	0	5
YKL162C	0	0	0	0	0	0	0	0	5
YKL163W	0	0	0	0	0	0	0	0	5
YKL164C	0	0	0	0	0	17	0	0	5
YKL165C	0	0	0	0	0	0	0	0	5
YKL166C	0	0	0	224	30	0	453	0	5
YKL167C	0	0	0	0	0	0	0	0	5
YKL168C	0	0	0	0	0	0	0	0	5
YKL169C	0	0	0	0	0	0	0	0	5
YKL170W	0	0	0	0	0	0	0	0	5
YKL171W	0	0	0	0	0	0	0	27	5
YKL173W	0	0	0	0	0	0	0	0	5
YKL174C	0	0	0	0	0	0	0	0	5
YKL175W	0	0	0	0	0	0	0	0	5
YKL177W	0	0	0	0	0	0	0	0	5
YKL178C	0	0	0	0	0	0	0	0	5
YKL179C	0	0	0	0	0	0	0	0	5
YKL181W	0	0	0	0	0	0	0	0	5
YKL183W	0	0	0	0	0	0	0	0	5
YKL184W	0	0	0	0	0	0	0	0	5
YKL185W	0	0	0	0	0	0	0	0	5
YKL186C	0	0	0	0	0	0	0	0	5
YKL187C	0	0	0	0	0	0	0	0	5
YKL188C	0	0	0	103	16	0	0	0	5
YKL189W	0	0	0	0	0	0	0	0	5
YKL190W	0	0	0	0	0	0	0	0	5
YKL194C	0	0	0	0	0	0	0	0	5
YKL196C	0	0	0	0	0	0	0	0	5
YKL198C	0	0	0	0	0	0	0	0	5
YKL199C	0	0	0	0	0	0	0	0	5
YKL201C	0	0	0	0	0	0	0	0	5
YKL202W	0	0	0	0	0	0	0	0	5
YKL204W	0	0	0	0	0	0	0	0	5
YKL205W	0	0	0	0	5	0	0	0	5
YKL206C	0	0	0	0	0	0	0	0	5
YKL207W	0	0	0	0	0	0	0	0	5
YKL208W	0	0	0	0	0	0	0	0	5
YKL212W	0	0	0	0	0	0	0	0	5
YKL213C	0	0	0	0	0	0	0	0	5
YKL217W	0	0	0	0	0	0	0	0	5
YKL218C	0	0	0	0	0	0	0	0	5
YKL219W	0	0	0	0	0	0	0	0	5
YKL220C	0	0	0	0	0	0	62	0	5
YKL221W	0	0	0	0	0	0	0	0	5
YKL222C	0	0	0	0	0	0	0	0	5
YKL223W	0	0	0	0	0	0	0	0	5
YKL224C	0	0	0	0	0	0	0	0	5
YKL225W	0	0	0	0	0	0	0	0	5
YKR001C	0	0	0	0	0	45	0	0	5
YKR002W	0	0	0	0	0	0	0	0	5
YKR003W	0	0	0	0	0	0	18	0	5
YKR004C	0	0	0	0	0	0	0	0	5
YKR005C	0	0	0	0	0	0	0	0	5
YKR007W	0	0	0	0	0	0	0	0	5
YKR008W	0	0	0	0	0	0	0	0	5
YKR010C	0	0	0	0	0	0	0	0	5
YKR011C	0	0	0	0	0	0	0	0	5
YKR012C	0	0	0	0	0	0	0	0	5
YKR013W	0	0	0	0	0	0	0	0	5
YKR014C	0	0	0	0	0	0	0	0	5
YKR015C	0	0	0	0	0	0	0	0	5
YKR016W	0	0	0	0	0	0	0	0	5
YKR017C	0	0	0	0	0	0	0	0	5
YKR018C	0	0	0	0	0	0	0	0	5
YKR019C	0	0	0	0	0	0	0	0	5
YKR020W	0	0	0	0	0	0	0	0	5
YKR021W	0	0	0	0	0	0	0	0	5
YKR022C	0	0	0	0	0	0	0	0	5
YKR023W	0	0	0	0	0	0	0	0	5
YKR024C	0	0	0	0	0	0	0	0	5
YKR025W	0	0	0	0	0	0	0	0	5
YKR026C	0	0	0	0	0	0	0	0	5
YKR029C	0	0	0	0	0	0	0	0	5
YKR030W	164	0	0	0	302	192	0	0	5
YKR031C	0	0	0	0	0	0	3	0	5
YKR032W	0	0	0	0	0	0	0	0	5
YKR033C	0	0	0	0	0	0	0	0	5
YKR034W	0	0	0	0	0	0	0	0	5
YKR035C	0	0	0	0	0	0	0	0	5
YKR035W-A	0	0	0	42	0	0	0	0	5
YKR036C	0	0	0	0	0	0	44	0	5
YKR037C	0	0	0	0	0	0	0	0	5
YKR038C	0	0	0	0	0	0	0	0	5
YKR039W	0	0	0	0	0	0	0	0	5
YKR040C	0	0	0	0	0	0	0	0	5
YKR041W	0	0	0	0	0	0	0	0	5
YKR042W	0	0	0	0	0	0	0	0	5
YKR044W	0	0	0	0	0	0	0	0	5
YKR045C	0	0	0	0	0	0	0	0	5
YKR046C	0	0	0	0	0	0	0	0	5
YKR047W	0	0	0	0	0	0	0	0	5
YKR049C	0	0	0	0	0	0	0	0	5
YKR051W	0	0	0	0	0	0	0	0	5
YKR052C	0	0	0	0	0	0	0	0	5
YKR053C	0	0	0	0	0	0	0	0	5
YKR055W	0	0	0	0	0	0	0	0	5
YKR058W	0	0	0	0	0	0	0	0	5
YKR059W	0	0	0	0	0	0	0	0	5
YKR060W	0	0	0	0	0	0	0	0	5
YKR061W	0	0	0	0	0	0	0	0	5
YKR062W	0	0	0	0	0	0	0	11	5
YKR064W	0	0	0	0	19	0	0	0	5
YKR065C	0	0	0	0	0	0	0	0	5
YKR067W	0	0	0	0	0	0	0	0	5
YKR068C	0	0	0	0	0	0	0	0	5
YKR069W	0	0	0	0	0	0	0	7	5
YKR070W	0	0	0	0	0	0	0	0	5
YKR072C	0	0	0	0	0	0	0	0	5
YKR073C	0	0	0	0	0	0	0	0	5
YKR074W	0	0	0	0	0	0	0	0	5
YKR075C	0	0	0	0	0	0	0	0	5
YKR077W	0	0	0	0	0	0	0	0	5
YKR078W	0	0	0	0	0	0	0	0	5
YKR079C	0	0	0	0	0	0	0	0	5
YKR080W	0	0	0	0	0	0	0	0	5
YKR081C	92	0	0	0	0	0	0	0	5
YKR082W	0	0	11	0	0	0	0	41	5
YKR083C	0	0	0	41	0	0	0	0	5
YKR085C	0	0	0	0	0	0	0	0	5
YKR087C	0	0	0	0	0	0	0	0	5
YKR088C	0	0	0	0	0	0	0	0	5
YKR089C	57	0	0	0	0	0	0	0	5
YKR090W	0	0	0	0	0	0	0	0	5
YKR091W	0	0	0	0	0	0	0	0	5
YKR092C	0	0	0	0	0	0	0	0	5
YKR093W	0	0	0	0	0	0	0	0	5
YKR094C	0	0	0	0	0	0	0	0	5
YKR095W-A	0	88	183	0	212	160	0	179	5
YKR096W	0	0	0	0	0	0	0	0	5
YKR097W	0	0	0	0	0	0	0	0	5
YKR098C	0	0	0	0	0	0	0	0	5
YKR099W	0	0	0	0	0	0	0	0	5
YKR100C	0	0	0	0	0	0	0	0	5
YKR101W	0	0	0	0	0	0	0	0	5
YKR102W	0	0	0	0	573	0	0	0	5
YKR104W	0	0	0	0	0	0	0	0	5
YKR105C	0	0	0	0	0	0	0	0	5
YKR106W	0	0	0	0	0	0	0	0	5
YLL001W	0	0	0	0	0	0	0	0	5
YLL002W	0	0	0	0	0	0	0	0	5
YLL003W	0	0	0	0	0	0	0	0	5
YLL004W	20	0	0	0	0	0	0	0	5
YLL005C	0	0	0	0	0	0	0	0	5
YLL006W	0	0	0	0	0	0	0	0	5
YLL007C	0	0	0	0	0	0	0	0	5
YLL009C	0	0	0	0	0	0	0	0	5
YLL010C	0	0	0	0	0	0	0	0	5
YLL011W	0	0	0	0	0	0	0	0	5
YLL012W	0	0	0	0	0	0	0	0	5
YLL013C	0	0	0	0	0	0	0	0	5
YLL014W	0	0	0	0	0	0	0	0	5
YLL015W	0	0	0	0	21	0	0	0	5
YLL016W	0	0	135	0	146	88	0	227	5
YLL017W	0	0	0	0	0	0	0	0	5
YLL020C	0	0	0	0	0	0	0	0	5
YLL022C	0	0	0	0	0	0	0	0	5
YLL023C	0	0	0	0	0	0	0	0	5
YLL025W	0	0	0	0	0	0	0	0	5
YLL026W	0	0	0	0	0	61	0	0	5
YLL027W	0	0	0	0	0	0	0	0	5
YLL028W	0	0	0	0	0	0	0	0	5
YLL030C	0	0	0	0	0	0	0	0	5
YLL031C	0	0	0	84	0	0	0	0	5
YLL032C	0	0	0	0	0	0	0	0	5
YLL033W	0	0	0	0	0	0	0	0	5
YLL035W	0	0	0	0	0	0	0	0	5
YLL036C	0	0	0	0	0	0	0	0	5
YLL037W	0	0	0	0	0	0	0	0	5
YLL038C	0	0	0	0	0	0	0	0	5
YLL039C	0	0	0	0	0	0	0	0	5
YLL041C	0	0	0	0	0	0	0	0	5
YLL042C	0	0	0	0	0	0	0	0	5
YLL043W	0	0	0	0	0	0	0	0	5
YLL044W	0	0	0	0	0	0	0	0	5
YLL046C	0	0	0	0	0	0	0	0	5
YLL047W	0	0	0	0	0	0	0	0	5
YLL049W	0	0	0	0	0	0	0	0	5
YLL051C	0	0	0	0	0	0	0	0	5
YLL052C	0	0	0	0	0	0	0	0	5
YLL053C	0	0	0	0	0	0	0	0	5
YLL054C	0	0	0	0	0	0	0	0	5
YLL055W	0	0	0	0	0	0	0	0	5
YLL056C	0	0	0	0	0	0	0	0	5
YLL057C	18	0	0	0	0	0	0	0	5
YLL058W	0	0	0	0	0	0	0	0	5
YLL059C	0	0	0	0	0	0	0	0	5
YLL060C	0	0	0	0	0	0	0	0	5
YLL061W	0	0	0	0	0	0	0	0	5
YLL062C	0	0	0	0	0	73	0	20	5
YLL063C	0	0	0	0	0	0	0	0	5
YLL064C	0	0	0	0	0	0	0	0	5
YLL065W	0	0	0	0	0	0	0	0	5
YLL066C	0	0	0	0	0	0	0	0	5
YLL067C	0	0	0	0	0	0	0	0	5
YLR001C	0	0	0	0	0	0	0	0	5
YLR002C	0	0	0	0	0	0	0	0	5
YLR004C	0	0	0	0	0	0	0	0	5
YLR005W	0	0	0	0	0	0	0	0	5
YLR006C	0	30	0	0	0	0	0	0	5
YLR007W	0	0	0	0	0	0	0	0	5
YLR008C	0	0	0	0	0	0	0	0	5
YLR010C	0	0	0	0	0	0	0	0	5
YLR011W	0	0	0	0	0	0	0	0	5
YLR012C	0	0	0	0	0	0	0	0	5
YLR013W	0	0	0	0	0	0	0	0	5
YLR014C	0	0	0	0	0	0	0	0	5
YLR015W	0	0	0	0	0	0	0	0	5
YLR016C	0	0	0	0	0	0	0	0	5
YLR018C	0	0	0	0	0	0	0	0	5
YLR019W	0	0	0	0	0	0	0	0	5
YLR020C	0	0	0	0	0	0	0	0	5
YLR021W	0	0	0	0	205	0	0	0	5
YLR022C	0	0	0	0	0	0	0	0	5
YLR023C	0	0	0	0	0	0	0	0	5
YLR024C	0	0	0	0	16	0	0	0	5
YLR026C	0	0	0	0	0	0	0	0	5
YLR030W	0	0	0	258	0	96	0	0	5
YLR031W	0	0	0	0	0	0	0	0	5
YLR032W	0	0	0	0	0	0	0	0	5
YLR033W	0	0	0	0	0	0	0	0	5
YLR034C	0	0	0	0	0	0	0	0	5
YLR035C	0	0	0	0	0	0	0	0	5
YLR036C	0	0	0	0	0	0	0	0	5
YLR037C	0	0	0	0	0	0	0	0	5
YLR039C	0	0	0	0	0	0	0	0	5
YLR040C	0	0	0	0	0	0	0	0	5
YLR041W	0	0	0	0	0	0	0	0	5
YLR042C	0	0	0	0	0	0	0	0	5
YLR043C	892	0	1179	0	0	596	614	0	5
YLR045C	0	0	0	0	0	15	0	0	5
YLR046C	0	0	0	0	0	0	0	0	5
YLR047C	0	0	0	0	0	0	0	0	5
YLR049C	0	0	0	0	0	0	0	0	5
YLR050C	0	0	0	0	0	0	0	0	5
YLR051C	0	0	0	0	0	0	0	0	5
YLR052W	0	0	0	0	0	0	0	0	5
YLR053C	0	0	0	0	0	0	0	0	5
YLR054C	0	0	0	0	0	0	0	0	5
YLR055C	0	0	0	0	0	0	0	0	5
YLR056W	0	0	0	0	0	0	0	0	5
YLR057W	0	0	0	0	0	0	0	0	5
YLR062C	0	0	0	0	0	0	0	0	5
YLR063W	0	0	0	0	0	0	0	0	5
YLR065C	0	0	0	0	0	0	0	0	5
YLR066W	0	0	0	0	0	0	0	0	5
YLR068W	0	0	0	0	0	0	0	0	5
YLR069C	0	0	0	0	0	0	0	0	5
YLR072W	0	0	0	0	0	0	0	0	5
YLR073C	0	0	0	0	0	0	0	0	5
YLR076C	0	0	0	0	0	0	0	0	5
YLR077W	0	0	0	0	471	0	0	0	5
YLR078C	0	0	93	0	0	0	0	0	5
YLR079W	0	0	0	0	0	0	0	0	5
YLR080W	0	0	0	0	0	0	0	0	5
YLR081W	0	0	0	0	0	0	0	0	5
YLR082C	0	0	0	0	0	0	0	0	5
YLR083C	0	0	0	0	0	0	0	0	5
YLR084C	0	0	0	0	48	0	0	0	5
YLR085C	0	0	0	0	0	29	0	0	5
YLR086W	0	12	0	0	0	0	0	0	5
YLR088W	0	0	0	0	0	0	0	0	5
YLR089C	0	0	0	0	0	0	0	0	5
YLR090W	0	0	0	0	0	0	0	0	5
YLR091W	47	0	0	0	0	0	0	0	5
YLR092W	159	91	0	162	0	87	154	0	5
YLR093C	0	0	0	0	0	0	0	0	5
YLR094C	0	0	0	0	0	0	0	0	5
YLR095C	0	0	0	0	0	0	0	0	5
YLR096W	0	0	0	0	0	0	0	0	5
YLR097C	0	0	0	0	0	0	0	0	5
YLR098C	0	0	0	0	0	0	0	0	5
YLR099C	0	36	0	0	0	0	0	0	5
YLR100W	0	0	0	0	0	0	0	0	5
YLR101C	0	0	0	0	0	0	0	0	5
YLR102C	0	0	0	0	0	0	0	0	5
YLR103C	0	0	0	0	0	0	0	0	5
YLR104W	0	0	0	0	0	0	0	0	5
YLR107W	0	0	0	0	0	0	0	0	5
YLR108C	0	0	0	0	0	0	0	25	5
YLR111W	0	0	0	0	0	0	0	0	5
YLR112W	0	0	0	0	0	0	0	0	5
YLR113W	0	0	0	0	0	0	0	0	5
YLR115W	0	28	0	0	0	0	0	0	5
YLR116W	0	0	0	0	0	0	0	0	5
YLR117C	0	0	0	0	0	0	0	0	5
YLR118C	0	0	0	0	0	0	0	0	5
YLR119W	0	0	0	0	0	0	0	0	5
YLR120C	0	95	0	0	0	0	0	0	5
YLR121C	0	0	0	0	0	0	0	0	5
YLR122C	0	0	0	0	0	0	0	0	5
YLR123C	0	0	0	0	0	0	0	0	5
YLR124W	0	0	0	0	0	0	0	0	5
YLR125W	0	0	0	0	0	0	0	0	5
YLR126C	0	0	0	0	0	0	0	0	5
YLR127C	0	0	0	0	0	0	0	0	5
YLR128W	0	0	0	0	0	0	0	0	5
YLR130C	0	0	0	0	0	0	0	0	5
YLR131C	0	0	0	0	0	0	0	0	5
YLR132C	0	0	0	0	0	0	0	0	5
YLR133W	0	0	0	0	0	0	0	0	5
YLR135W	0	0	0	0	0	0	0	0	5
YLR136C	0	0	0	0	0	0	0	0	5
YLR137W	0	0	157	0	0	0	0	0	5
YLR138W	0	0	0	0	0	0	0	0	5
YLR139C	0	0	0	0	0	0	0	0	5
YLR140W	0	0	0	0	0	0	0	0	5
YLR141W	0	0	0	0	0	0	0	0	5
YLR142W	0	0	0	0	0	0	0	0	5
YLR143W	0	0	0	0	0	0	0	0	5
YLR144C	0	0	0	0	0	0	0	0	5
YLR145W	0	0	0	0	0	0	0	0	5
YLR146C	0	0	0	0	0	0	0	0	5
YLR147C	0	0	0	0	0	0	0	0	5
YLR149C	0	0	0	0	0	0	0	0	5
YLR151C	0	0	0	0	0	0	0	0	5
YLR152C	0	0	0	0	0	0	0	0	5
YLR153C	0	0	0	0	0	0	118	0	5
YLR154C	0	0	0	0	0	0	0	0	5
YLR154W-C	322	0	94	160	365	0	136	0	5
YLR155C	0	0	0	0	0	0	0	0	5
YLR156W	0	0	0	0	0	0	0	0	5
YLR157C	0	0	0	0	0	0	0	0	5
YLR158C	0	0	0	0	0	0	0	0	5
YLR159W	0	0	0	0	0	0	0	0	5
YLR160C	0	0	0	0	0	0	0	0	5
YLR161W	0	0	0	0	0	0	0	0	5
YLR162W	0	0	0	0	0	0	0	0	5
YLR164W	0	0	0	0	0	0	0	0	5
YLR165C	0	0	0	0	0	0	0	0	5
YLR166C	0	0	0	0	0	0	0	0	5
YLR168C	0	0	0	0	0	0	0	0	5
YLR169W	0	0	0	0	0	0	0	0	5
YLR170C	0	0	0	0	0	0	0	0	5
YLR171W	0	0	0	0	0	0	0	0	5
YLR173W	0	0	0	0	0	0	0	0	5
YLR174W	0	0	0	0	0	0	0	0	5
YLR176C	0	0	0	0	0	0	0	0	5
YLR177W	0	0	0	0	0	0	0	0	5
YLR181C	0	0	0	0	0	0	0	0	5
YLR182W	0	0	0	0	0	0	0	0	5
YLR183C	0	0	0	0	0	0	0	0	5
YLR184W	0	0	0	0	0	0	0	0	5
YLR185W	0	0	0	0	0	0	0	0	5
YLR186W	0	0	0	0	0	0	0	0	5
YLR187W	0	0	0	0	0	0	0	0	5
YLR188W	0	0	0	0	0	0	0	0	5
YLR190W	0	0	0	0	0	0	0	0	5
YLR191W	0	0	0	0	0	0	0	0	5
YLR193C	0	0	0	0	0	0	0	0	5
YLR194C	0	0	0	0	0	0	0	0	5
YLR197W	0	0	0	0	0	0	0	0	5
YLR198C	0	0	0	0	0	0	0	0	5
YLR199C	0	0	0	0	0	0	0	0	5
YLR201C	0	0	0	0	0	0	0	0	5
YLR202C	0	0	0	0	0	0	0	0	5
YLR203C	0	0	0	0	0	0	0	0	5
YLR204W	0	0	0	0	0	0	0	0	5
YLR205C	0	0	0	0	0	0	0	0	5
YLR206W	0	0	0	0	0	0	0	0	5
YLR207W	0	0	0	0	0	0	0	0	5
YLR209C	0	0	0	0	0	50	0	0	5
YLR210W	0	0	0	0	0	0	0	0	5
YLR211C	0	0	0	0	0	0	0	0	5
YLR212C	0	0	0	0	0	0	0	0	5
YLR213C	0	0	0	0	0	0	0	0	5
YLR214W	0	0	0	0	0	0	0	0	5
YLR215C	24	0	0	0	0	0	0	0	5
YLR217W	0	0	0	0	0	0	0	0	5
YLR218C	0	0	0	0	0	0	0	0	5
YLR219W	0	0	0	0	58	0	0	0	5
YLR220W	0	0	0	0	0	0	0	0	5
YLR221C	0	0	0	0	0	0	0	0	5
YLR222C	0	0	0	0	0	0	0	0	5
YLR223C	0	0	0	0	0	0	0	0	5
YLR224W	0	0	0	0	0	0	0	0	5
YLR225C	0	0	0	0	0	0	0	0	5
YLR226W	0	0	0	0	0	0	0	0	5
YLR227C	0	0	0	0	0	0	0	0	5
YLR227W-B	0	49	89	74	29	64	47	30	5
YLR228C	0	0	0	0	0	0	0	0	5
YLR229C	0	0	0	0	0	0	0	0	5
YLR230W	0	0	0	0	0	0	0	0	5
YLR232W	0	0	0	0	0	0	0	0	5
YLR233C	0	0	0	0	0	0	0	0	5
YLR234W	0	0	0	0	0	0	0	0	5
YLR235C	0	0	0	0	0	0	0	0	5
YLR236C	0	0	0	0	0	0	0	0	5
YLR237W	0	0	0	0	0	0	0	0	5
YLR239C	0	0	0	0	0	0	0	0	5
YLR240W	0	0	0	0	0	0	0	0	5
YLR241W	0	0	0	0	0	0	0	0	5
YLR242C	0	0	0	0	0	0	0	0	5
YLR243W	0	0	0	0	0	0	0	0	5
YLR245C	0	0	0	0	0	0	0	0	5
YLR246W	0	0	0	0	0	0	0	0	5
YLR248W	0	0	0	0	0	0	0	0	5
YLR250W	0	0	0	0	0	0	0	0	5
YLR251W	0	0	0	0	0	0	0	0	5
YLR252W	0	0	0	0	0	0	0	0	5
YLR253W	0	0	0	0	0	0	0	0	5
YLR254C	0	0	0	0	0	0	0	0	5
YLR255C	0	0	0	0	0	0	0	0	5
YLR256W	0	0	24	0	0	0	0	0	5
YLR256W-A	36	0	0	0	0	0	0	0	5
YLR257W	0	0	0	0	0	0	0	68	5
YLR260W	0	0	14	0	0	0	0	0	5
YLR261C	0	0	0	0	0	0	0	0	5
YLR262C	0	0	0	0	0	0	0	0	5
YLR263W	0	0	0	0	0	0	0	0	5
YLR266C	0	0	0	0	0	0	0	0	5
YLR267W	0	0	0	0	0	0	27	0	5
YLR268W	0	0	0	0	0	0	0	0	5
YLR269C	0	0	0	0	0	0	0	0	5
YLR270W	0	0	0	0	0	0	0	0	5
YLR272C	0	0	0	0	0	0	0	0	5
YLR273C	0	0	0	0	0	0	189	0	5
YLR274W	0	0	0	0	0	0	0	0	5
YLR275W	0	0	0	0	0	0	0	0	5
YLR276C	0	0	0	0	0	0	0	0	5
YLR277C	0	0	0	7	0	0	12	0	5
YLR278C	0	0	0	0	0	0	62	0	5
YLR279W	0	0	0	0	0	0	0	0	5
YLR280C	0	0	0	0	0	0	0	0	5
YLR281C	0	0	0	0	0	0	0	0	5
YLR282C	0	0	0	0	0	0	0	0	5
YLR283W	0	0	0	0	0	0	0	0	5
YLR284C	0	0	0	0	0	0	0	0	5
YLR285W	0	0	0	0	0	0	0	0	5
YLR286C	0	0	0	0	0	0	0	144	5
YLR287C	0	0	0	0	0	0	0	0	5
YLR288C	0	0	0	0	0	0	0	0	5
YLR289W	0	0	0	0	0	0	0	0	5
YLR290C	0	0	0	0	0	0	0	0	5
YLR291C	0	0	0	0	0	0	0	0	5
YLR292C	0	0	0	0	0	0	0	0	5
YLR294C	0	0	0	0	0	0	0	0	5
YLR295C	0	0	0	0	0	0	0	0	5
YLR296W	0	0	0	0	0	0	0	0	5
YLR297W	0	0	0	0	0	0	0	0	5
YLR298C	0	0	0	0	0	0	0	0	5
YLR299W	0	0	0	0	0	0	51	0	5
YLR300W	0	0	0	0	127	0	0	0	5
YLR302C	0	0	0	0	0	0	0	0	5
YLR306W	0	0	0	0	0	0	0	0	5
YLR307W	0	0	0	0	0	0	0	0	5
YLR308W	0	0	0	0	0	0	0	0	5
YLR311C	0	0	0	0	0	0	0	0	5
YLR312C	0	0	0	0	0	0	0	0	5
YLR312W-A	0	0	0	0	0	0	0	0	5
YLR313C	0	0	0	0	20	0	0	0	5
YLR314C	0	0	0	0	0	0	0	0	5
YLR315W	0	0	0	0	0	0	0	0	5
YLR316C	0	0	0	0	0	0	0	0	5
YLR317W	0	0	0	0	0	0	0	0	5
YLR318W	0	0	12	0	0	0	0	0	5
YLR319C	0	0	0	0	0	34	0	0	5
YLR320W	10	0	0	0	0	0	0	0	5
YLR321C	0	0	0	0	0	0	0	0	5
YLR322W	0	0	0	0	0	0	0	0	5
YLR323C	0	0	0	0	0	0	0	0	5
YLR324W	0	0	0	0	0	0	0	0	5
YLR326W	0	0	0	0	0	0	0	0	5
YLR327C	0	0	0	0	0	0	0	0	5
YLR328W	0	0	0	0	0	0	0	0	5
YLR329W	0	0	0	0	0	0	0	0	5
YLR331C	0	0	0	0	0	0	0	0	5
YLR332W	0	0	0	0	0	0	0	0	5
YLR333C	0	0	0	0	0	0	0	0	5
YLR334C	0	0	0	0	0	0	0	0	5
YLR337C	0	0	0	24	0	0	0	0	5
YLR338W	0	0	0	0	0	0	0	0	5
YLR339C	0	0	0	0	0	0	0	0	5
YLR341W	0	0	0	0	183	0	0	0	5
YLR343W	0	0	0	0	0	0	0	0	5
YLR344W	0	0	0	0	0	0	0	0	5
YLR345W	0	0	0	0	0	0	0	0	5
YLR346C	0	0	0	0	0	0	0	0	5
YLR347C	0	0	0	0	0	0	0	0	5
YLR348C	0	0	0	0	0	0	0	0	5
YLR349W	0	0	0	0	0	0	0	0	5
YLR350W	0	0	0	0	0	0	0	0	5
YLR352W	0	0	0	0	0	24	0	0	5
YLR353W	0	0	0	0	0	23	0	0	5
YLR356W	0	0	0	0	0	0	0	0	5
YLR358C	0	0	0	0	0	0	0	0	5
YLR360W	0	0	0	0	0	0	0	0	5
YLR361C	0	0	37	0	0	0	0	0	5
YLR362W	0	0	0	0	0	7	0	0	5
YLR363C	0	0	0	0	0	0	0	0	5
YLR364W	0	0	0	0	0	0	0	0	5
YLR365W	0	0	0	0	0	0	0	0	5
YLR366W	0	0	0	0	0	0	0	0	5
YLR367W	0	0	0	0	0	0	0	0	5
YLR368W	0	0	0	0	0	0	0	0	5
YLR370C	0	0	0	0	0	0	0	0	5
YLR371W	0	0	0	16	0	0	0	0	5
YLR372W	0	0	0	0	0	0	0	0	5
YLR373C	0	0	0	0	0	0	0	0	5
YLR374C	0	0	0	0	0	0	0	0	5
YLR375W	0	0	0	0	0	0	0	0	5
YLR376C	0	0	0	0	0	0	0	0	5
YLR377C	0	0	0	0	0	0	0	0	5
YLR378C	0	0	0	0	0	0	0	0	5
YLR379W	0	0	0	0	0	0	0	0	5
YLR380W	0	0	0	0	0	0	0	0	5
YLR381W	0	0	0	0	0	0	0	0	5
YLR384C	0	0	0	35	0	0	0	0	5
YLR385C	0	0	0	0	0	0	0	0	5
YLR386W	0	0	0	0	0	0	0	0	5
YLR387C	0	0	0	0	0	0	0	0	5
YLR388W	0	0	0	0	0	0	0	0	5
YLR390W	0	0	0	0	0	0	0	0	5
YLR390W-A	618	694	742	823	954	1103	885	896	5
YLR392C	0	0	0	0	0	0	0	0	5
YLR393W	0	0	0	0	0	0	0	0	5
YLR394W	0	0	0	0	0	0	0	0	5
YLR395C	0	0	0	0	0	0	0	0	5
YLR396C	0	0	0	0	0	0	0	0	5
YLR397C	0	0	0	0	0	0	0	0	5
YLR399C	0	0	0	0	0	0	10	0	5
YLR400W	0	0	0	0	0	0	0	0	5
YLR401C	0	0	0	0	0	0	40	0	5
YLR402W	0	0	0	543	0	0	0	0	5
YLR403W	0	0	0	0	0	0	0	0	5
YLR404W	0	0	0	0	0	0	0	0	5
YLR405W	38	0	0	0	0	0	0	0	5
YLR407W	0	0	0	0	0	0	0	0	5
YLR408C	0	0	0	0	0	0	0	0	5
YLR409C	0	0	0	0	0	0	0	0	5
YLR411W	0	0	0	0	0	0	0	0	5
