"diam$X"	"R0"	"R10"	"R20"	"R30"	"R40"	"R60"	"R90"
"3389"	"YIL011W"	1.92	1.52	1.06	0.92	0.82	0.73	0.88
"3390"	"YIL012W"	0	0	0	0	0	0	0
"3391"	"YIL013C"	0.82	0.64	0.89	0.72	0.78	0.51	0.51
"3392"	"YIL014W"	0.74	0.57	0.58	0.66	0.77	0.75	0.83
"3393"	"YIL015C-A"	0	0	0	0	0	0	0
"3394"	"YIL016W"	1.39	1.48	1	0.83	0.83	1.13	1.21
"3395"	"YIL018W"	38.32	47.17	27.28	17.27	16.91	25.28	29.04
"3396"	"YIL019W"	1.06	0.22	0.15	0.21	0.18	0.49	0.79
"3397"	"YIL020C"	1.01	0.84	0.62	0.61	0.6	0.65	0.8
"3398"	"YIL022W"	0.88	1.32	1.53	1.51	1.56	1.17	0.92
"3399"	"YIL023C"	1.02	1.2	1.36	1.46	1.78	1.54	1.43
"3400"	"YIL024C"	0.45	0.51	0.61	0.49	0.52	0.5	0.37
"3401"	"YIL025C"	0	0	0	0	0	0	0
"3402"	"YIL026C"	0.78	0.64	0.61	0.64	0.69	0.61	0.77
"3403"	"YIL027C"	2.18	2.7	2.35	1.98	2.23	2.37	2.35
"3404"	"YIL028W"	0.29	0.3	0.32	0.33	0	0.35	0.22
"3405"	"YIL029C"	1.13	1.26	1.42	1.17	1.38	1.38	1.07
"3406"	"YIL030C"	2.3	1.48	1.88	2.26	2.4	2.72	2.35
"3407"	"YIL032C"	0	0	0	0	0	0	0
"3408"	"YIL033C"	2.01	4.01	5.33	4.87	4.87	3.66	2.43
"3409"	"YIL034C"	2.77	4.82	5.58	5.39	4.89	4.17	3.07
"3410"	"YIL035C"	2.94	3.33	3.45	2.82	3.07	2.56	2.74
"3411"	"YIL036W"	0.77	1.17	1.46	1.31	1.39	1.11	0.81
"3412"	"YIL037C"	0	0	0	0	0	0	0
"3413"	"YIL038C"	1.63	0.96	0.93	0.9	1.21	0.91	1.29
"3414"	"YIL039W"	2.11	2.17	1.94	1.8	2.01	2.47	2.29
"3415"	"YIL040W"	2.17	2.33	1.78	1.78	2.08	3.13	2.33
"3416"	"YIL042C"	0.47	0.54	0.56	0.63	0.67	0.68	0.62
"3417"	"YIL043C"	7.52	8.52	7.16	6.55	6.68	8.82	8.88
"3418"	"YIL044C"	1.07	1.15	1.06	1.02	1.13	1.19	1.21
"3419"	"YIL045W"	0.49	0.53	0.72	0.61	0.43	0.61	0.61
"3420"	"YIL047C"	1.56	0.58	0.52	0.66	0.82	1.55	1.38
"3421"	"YIL048W"	1.04	0.95	1.09	1.27	1.52	1.11	1.16
"3422"	"YIL049W"	0.82	0.88	0.88	0.96	0.84	0.9	0.72
"3423"	"YIL050W"	0.62	0.91	1.01	1.02	1.16	0.93	0.7
"3424"	"YIL052C"	24.5	34.17	19.63	12.25	11.51	16.16	17.45
"3425"	"YIL054W"	0.59	0.48	0.43	0.5	0.44	0.44	0
"3426"	"YIL055C"	0.2	0.2	0.19	0.36	0.25	0.27	0.2
"3427"	"YIL056W"	0.74	1.22	0.81	0.6	0.54	0.5	0.65
"3428"	"YIL057C"	0	0	0	0	0	0	0
"3429"	"YIL058W"	0	0	0	0	0	0	0
"3430"	"YIL059C"	0.72	0.64	0.62	0.72	0.72	0.85	0.61
"3431"	"YIL060W"	0	0	0	0	0	0	0
"3432"	"YIL061C"	0.37	0.3	0.34	0.39	0.31	0.49	0.39
"3433"	"YIL064W"	0	0	0	0	0	0	0
"3434"	"YIL065C"	1.13	1.99	2.54	3.28	3.37	1.38	1.25
"3435"	"YIL066C"	0.97	0	0	0	0	0	0
"3436"	"YIL067C"	0.66	0	0	0	0	0	0
"3437"	"YIL068C"	1.2	1.08	1.19	1.15	1.21	0.89	1.14
"3438"	"YIL069C"	20.71	0	0	0	0	0	0
"3439"	"YIL070C"	1.52	0	0	0	0	0	0
"3440"	"YIL071C"	0.49	0.56	0.63	0.56	0.65	0.51	0.54
"3441"	"YIL072W"	0	0	0	0	0	0	0
"3442"	"YIL073C"	0.45	0.4	0.33	0.4	0.37	0.35	0.43
"3443"	"YIL074C"	1.7	2.69	2.84	2.51	3.17	3.28	2.24
"3444"	"YIL075C"	2.93	0	0	0	0	0	0
"3445"	"YIL076W"	3.9	0	0	0	0	0	0
"3446"	"YIL079C"	0.9	0.38	0.32	0.46	0.47	0.6	0.72
"3447"	"YIL080W"	0	0	0	0	0	0	0
"3448"	"YIL082W"	0.34	0.38	0.32	0.44	0.41	0.41	0.41
"3449"	"YIL082W-A"	0	0	0	0	0	0	0
"3450"	"YIL084C"	0.74	0.71	0.71	0.72	0.67	0.67	0.69
"3451"	"YIL085C"	1.85	1.51	1.19	1.03	1.11	1.38	1.53
"3452"	"YIL086C"	0	0	0	0	0	0	0
"3453"	"YIL087C"	0.63	1.28	1.73	2.03	1.77	1.22	0.67
"3454"	"YIL088C"	1.25	1.53	1.86	2.09	2.32	1.89	1.44
"3455"	"YIL089W"	0	0	0	0	0	0	0
"3456"	"YIL090W"	1.51	0	0	0.8	0	0	0
"3457"	"YIL091C"	1.27	0.74	0.54	0.29	0.55	0.76	0.88
"3458"	"YIL093C"	1.35	1.09	1.18	1.02	0.95	0.98	0.39
"3459"	"YIL094C"	3.4	3.54	2.57	1.94	2.3	2.68	3.74
"3460"	"YIL095W"	0.62	0.55	0.54	0.49	0.54	0.48	0.53
"3461"	"YIL096C"	1.27	0.43	0.34	0.34	0.41	0.88	1.25
"3462"	"YIL097W"	0.42	0.71	0.81	0.78	0.62	0.45	0.47
"3463"	"YIL098C"	1.39	2.9	3.35	3.4	2.88	1.59	1.33
"3464"	"YIL099W"	0.22	0.5	0.58	0.79	0.6	0.4	0.25
"3465"	"YIL100W"	0	0	0	0	0	0	0
"3466"	"YIL101C"	0.56	2.34	4.18	3.37	4.21	1.34	2.01
"3467"	"YIL102C"	0	0	0	0	0	0	0
"3468"	"YIL103W"	1.32	0.83	0.5	0.61	0.76	1.23	1.41
"3469"	"YIL104C"	0.9	0.5	0.48	0.58	0.57	0.64	0.81
"3470"	"YIL105C"	1.64	1.5	1.79	1.57	1.7	1.44	1.66
"3471"	"YIL106W"	0.82	0.9	0.86	0.87	0.92	0.78	0.92
"3472"	"YIL107C"	1.4	2.85	3.89	4	4.2	1.74	2.25
"3473"	"YIL108W"	0.79	1.01	1.06	1.16	1.52	1.88	1.37
"3474"	"YIL109C"	2.6	1.61	2.02	2.96	0	3.83	3.47
"3475"	"YIL111W"	2.14	6.76	5.97	8.5	8.04	6.01	3.48
"3476"	"YIL112W"	2.2	1.89	2.14	2.29	2.6	1.67	2.22
"3477"	"YIL113W"	0	0	0	0	0	0	0
"3478"	"YIL114C"	0.95	1.08	1.05	0.97	1.11	1.27	0.86
"3479"	"YIL116W"	1.67	1.86	1.56	1.44	1.91	1.96	2.03
"3480"	"YIL117C"	1.77	3.1	4.03	6.83	9.13	11.4	5.86
"3481"	"YIL118W"	3.13	3.74	3.69	3.54	4.45	4.91	4.1
"3482"	"YIL119C"	0.85	0.76	0.78	0.75	0.94	0.41	0.82
"3483"	"YIL120W"	0.22	0.22	0.25	0.29	0.37	0.36	0.32
"3484"	"YIL121W"	0.76	1.09	1.36	1.4	1.26	0.79	0.66
"3485"	"YIL122W"	0.72	0.67	0.8	0.83	0.77	0.75	0.59
"3486"	"YIL123W"	4.29	3.2	2.83	3.86	4.66	6.02	6.68
"3487"	"YIL124W"	2.07	5.27	7.45	6.95	7.77	4.22	3.18
"3488"	"YIL127C"	1.58	0.54	0.35	0.38	0.6	1.21	1.43
"3489"	"YIL128W"	0.87	0.56	0.65	0.63	0.74	0.64	0.78
"3490"	"YIL130W"	1.03	0.57	0.63	0.73	0.81	0.84	1.02
"3491"	"YIL131C"	0	0	0	0	0	0	0
"3492"	"YIL132C"	0	0	0	0	0	0	0
"3493"	"YIL134W"	0.69	0.85	0.81	0.82	0.81	0.82	0.69
"3494"	"YIL135C"	1.28	1.84	2.04	1.92	2.38	1.93	1.58
"3495"	"YIL136W"	0.6	3.39	7.64	6.38	6.38	2.42	1.46
"3496"	"YIL139C"	0	0	0	0	0	0	0
"3497"	"YIL140W"	0.86	0.64	0.74	0.86	1.16	1.26	1.3
"3498"	"YIL141W"	0	0	0	0	0	0	0
"3499"	"YIL142W"	2.95	4.14	4.46	4.5	4.59	5.89	4.14
"3500"	"YIL143C"	0	0	0	0	0	0	0
"3501"	"YIL144W"	0.65	0.48	0.57	0.51	0.52	0.4	0.61
"3502"	"YIL145C"	0	0	0	0	0	0	0
"3503"	"YIL146C"	0.46	0.35	0.4	0.46	0.42	0.56	0.52
"3504"	"YIL147C"	0	0	0	0	0	0	0
"3505"	"YIL148W"	21.77	31.43	20.74	14.97	13.49	17.44	16.96
"3506"	"YIL150C"	0	0	0	0	0	0	0
"3507"	"YIL152W"	0	0	0	0	0	0	0
"3508"	"YIL153W"	0.59	0.7	0.71	0.75	0.97	0.88	0.7
"3509"	"YIL154C"	1.68	1.99	2.21	1.84	1.74	2.24	2.16
"3510"	"YIL155C"	1.26	2.16	2.47	2.86	2.98	1.64	1.61
"3511"	"YIL156W"	0	0	0	0	0	0	0
"3512"	"YIL156W-A"	0	0	0	0	0	0	0
"3513"	"YIL157C"	2.75	4.38	4.92	5.03	5.24	3.76	2.77
"3514"	"YIL158W"	2.21	2.47	1.96	2.08	2.11	1.52	1.86
"3515"	"YIL160C"	0.23	0.18	0.46	0.6	0.67	0.35	0.21
"3516"	"YIL161W"	0.93	0.61	0.76	0.89	1.24	0.89	0.74
"3517"	"YIL162W"	0	0	0	0	0	0	0
"3518"	"YIL163C"	0	0	0	0	0	0	0
"3519"	"YIL164C"	0.5	0.6	0.64	0.64	0.44	0.57	0.49
"3520"	"YIL165C"	0.79	1.03	0.83	0	0.8	0.93	0.66
"3521"	"YIL166C"	0.32	0.32	0.34	0.41	0.26	0.38	0.39
"3522"	"YIL167W"	0	0	0	0	0	0	0
"3523"	"YIL168W"	0	0	0	0	0	0	0
"3524"	"YIL169C"	0.51	0	0	0	0.61	0	0
"3525"	"YIL170W"	0	0	0	0	0	0	0
"3526"	"YIL171W"	0	0	0	0	0	0	0
"3527"	"YIL172C"	0.26	0.47	0.44	0.38	0.27	0.28	0.23
"3528"	"YIL173W"	0.38	0.29	0.27	0.3	0.3	0.25	0.26
"3529"	"YIL174W"	0	0	0	0	0	0	0
"3530"	"YIL175W"	0	0	0	0	0	0	0
"3531"	"YIL176C"	0.98	1.13	0.99	1.05	1.22	1.47	1.63
"3532"	"YIL177C"	0	0	0	0	0	0	0
"3533"	"YIR001C"	0.7	0.78	0.7	0.56	0.58	0.6	0.69
"3534"	"YIR002C"	0	0	0	0	0	0	0
"3535"	"YIR003W"	0.7	0.8	1.06	1.12	1.05	0.63	0.73
"3536"	"YIR004W"	1.25	0.96	1	0.92	1.15	0.96	1.07
"3537"	"YIR005W"	0.88	0.89	0.92	0.92	0.73	0.78	0.78
"3538"	"YIR008C"	0.75	0.89	0.89	0.83	1	0.77	0.85
"3539"	"YIR009W"	0.4	0.51	0.48	0.52	0.47	0.42	0.4
"3540"	"YIR010W"	0	0	0	0	0	0	0
"3541"	"YIR011C"	1.59	1.8	1.75	2.12	1.89	2.17	1.89
"3542"	"YIR012W"	0	0	0	0	0	0	0
"3543"	"YIR013C"	0	0	0	0	0	0	0
"3544"	"YIR014W"	0	0	0	0	0	0	0
"3545"	"YIR015W"	0	0	0	0	0	0	0
"3546"	"YIR016W"	0	0	0	0	0	0	0
"3547"	"YIR017C"	0	0	0	0	0	0	0
"3548"	"YIR018W"	0	0	0	0	0	0	0
"3549"	"YIR019C"	0	0	0	0	0	0	0
"3550"	"YIR020C"	0	0	0	0	0	0	0
"3551"	"YIR021W"	0	0	0	0	0	0	0
"3552"	"YIR022W"	2.59	3	2.61	2.9	3.42	3.75	3.17
"3553"	"YIR023W"	0	0	0	0	0	0	0
"3554"	"YIR024C"	0.63	0.93	0.97	0.99	0.99	0.85	0.76
"3555"	"YIR025W"	0.32	0.33	0.36	0.34	0.34	0.33	0.32
"3556"	"YIR026C"	1.4	0.62	0.32	0.31	0.43	1.04	1.16
"3557"	"YIR027C"	0	0	0	0	0	0	0
"3558"	"YIR028W"	0	0	0	0	0	0	0
"3559"	"YIR029W"	0.94	1.01	0.92	1.17	0.9	1.07	0.84
"3560"	"YIR030C"	0.3	0.34	0.26	0.3	0.32	0.36	0.34
"3561"	"YIR031C"	0.27	0.33	0.3	0.33	0.36	0.35	0.43
"3562"	"YIR032C"	0.46	0.58	0.53	0.78	0.76	0.71	0.57
"3563"	"YIR033W"	1.15	0.84	0.75	0.71	0.86	0.91	1.38
"3564"	"YIR035C"	1.68	1.64	1.23	1.11	1.18	3.01	2
"3565"	"YIR036C"	0.78	1.52	2.14	2.49	2.69	2.19	1.16
"3566"	"YIR038C"	1.72	3.94	6.72	10.11	14.3	10.69	3.97
"3567"	"YIR039C"	0.28	0.49	1.01	0.89	1.18	0.61	0.4
"3568"	"YIR040C"	0	0	0	0	0	0	0
"3569"	"YIR041W"	0.58	0.65	0.72	0.64	0.78	0.79	0.75
"3570"	"YIR042C"	0.33	0.33	0.32	0.3	0.28	0.37	0.32
"3571"	"YIR043C"	0	0	0	0	0	0	0
"3572"	"YIR044C"	0	0	0	0	0	0	0
"3573"	"YJL001W"	3.75	8.49	10.82	9.35	10.75	11.28	6.66
"3574"	"YJL002C"	3.29	3.53	3.53	3.68	4.08	4.17	3.63
"3575"	"YJL003W"	1.06	1.77	1.86	1.53	1.78	1.22	1.18
"3576"	"YJL004C"	1.3	1.32	1.24	1.22	1.35	1.33	1.37
"3577"	"YJL006C"	0.89	0.72	0.67	0.63	0.78	0.99	0.99
"3578"	"YJL007C"	0	0	0	0	0	0	0
"3579"	"YJL008C"	2.63	2.94	3.42	3.22	3.69	4.19	3.13
"3580"	"YJL009W"	1.78	2.69	2.9	2.25	2.64	3.01	2.08
"3581"	"YJL010C"	1.39	0.54	0.4	0.52	0.56	0.85	1.04
"3582"	"YJL011C"	1.53	1.23	1	1.04	0.98	1.32	1.34
"3583"	"YJL012C"	4.61	0.28	1.33	0	0	4.61	3.82
"3584"	"YJL013C"	0	0	0	0	0	0	0
"3585"	"YJL014W"	2.78	3.28	3.19	3.26	3.52	3.88	3.15
"3586"	"YJL015C"	0.81	1.13	1.55	1.69	1.17	1.21	0.77
"3587"	"YJL017W"	0.65	0.74	1.08	1.21	0.93	0.97	0.67
"3588"	"YJL018W"	0	0	0	0	0	0	0
"3589"	"YJL019W"	0	0	0	0	0	0	0
"3590"	"YJL021C"	0	0	0	0	0	0	0
"3591"	"YJL022W"	1.17	1	1.16	1.33	1.27	1.17	1.03
"3592"	"YJL023C"	0.73	0.92	0.88	0.9	0.73	0.9	0.78
"3593"	"YJL024C"	0.65	0.72	0.71	0.76	0.81	0.87	0.72
"3594"	"YJL025W"	0.65	0.37	0.34	0.41	0.41	0.43	0.58
"3595"	"YJL026W"	6.9	8.74	7.1	7.1	8.15	11.06	10.39
"3596"	"YJL027C"	0	0	0	0	0	0	0
"3597"	"YJL028W"	0	0	0	0	0	0	0
"3598"	"YJL029C"	1.12	1.13	1.13	1.07	1.15	0.92	1.09
"3599"	"YJL030W"	1.7	1.65	1.72	1.68	1.88	1.52	1.12
"3600"	"YJL031C"	1.65	3.39	4.04	3.56	3.28	3.54	2.64
"3601"	"YJL032W"	0	0	0	0	0	0	0
"3602"	"YJL035C"	0.76	0.83	0.68	0.76	0.83	1.4	1.12
"3603"	"YJL036W"	0.78	1.14	1.48	1.35	1.22	1.21	1.07
"3604"	"YJL037W"	0	0	0	0	0	0	0
"3605"	"YJL038C"	0	0	0	0	0	0	0
"3606"	"YJL039C"	1.4	1.22	1.34	1.22	1.05	1.12	1.02
"3607"	"YJL043W"	0	0	0	0	0	0	0
"3608"	"YJL044C"	0.8	0.78	0.76	0.81	0.82	0.75	0.74
"3609"	"YJL045W"	0.23	0.37	0.44	0.71	0.99	0.65	0.22
"3610"	"YJL046W"	0	0	0	0	0	0	0
"3611"	"YJL047C"	0.78	0.6	0.67	0.62	0.68	0.62	0.63
"3612"	"YJL048C"	1.65	4.46	5.52	6.09	4.68	7.39	4.3
"3613"	"YJL050W"	1.36	0.5	0.47	0.41	0.48	0.8	0.99
"3614"	"YJL051W"	0.58	0.42	0.52	0	0.47	0.22	0.4
"3615"	"YJL053W"	1.79	2.68	2.8	2.4	2.76	2.57	2.27
"3616"	"YJL054W"	1.66	2.88	1.86	1.96	1.73	1.98	1.69
"3617"	"YJL055W"	2.76	5.23	5.76	4.65	5.02	4.1	3.43
"3618"	"YJL056C"	0	0	0	0	0	0	0
"3619"	"YJL058C"	0	0	0	0	0	0	0
"3620"	"YJL059W"	1.28	1.56	1.42	1.51	1.43	1.16	1.35
"3621"	"YJL060W"	0.68	1.37	1.48	1.45	1.24	0.89	0.74
"3622"	"YJL061W"	1.2	0.92	1.02	1.24	0.91	1.62	0.96
"3623"	"YJL063C"	1.11	2.15	2.07	2.26	1.87	1.23	0.87
"3624"	"YJL064W"	0	0	0	0	0	0	0
"3625"	"YJL065C"	1	1.19	0.9	0.87	0.96	1.05	1.11
"3626"	"YJL066C"	1.05	2.89	3.63	3.32	3.36	2.41	1.36
"3627"	"YJL067W"	0	0	0	0	0	0	0
"3628"	"YJL069C"	1.4	0.37	0.23	0.34	0.49	0.78	1.06
"3629"	"YJL070C"	0.61	0.87	1.01	0.97	1.01	0.54	0.56
"3630"	"YJL071W"	0.86	0.84	0.7	0.7	0.68	1.14	1.59
"3631"	"YJL072C"	0.91	1.03	0.98	0.98	1.01	0.93	1.03
"3632"	"YJL073W"	0.71	0.55	0.64	0.74	0.96	1.06	1.08
"3633"	"YJL074C"	0.89	0.54	0.51	0.52	0.61	0.63	0.78
"3634"	"YJL075C"	1.2	0.69	0.68	0.54	0.71	0.74	0.98
"3635"	"YJL077C"	0	0	0	0	0	0	0
"3636"	"YJL078C"	0.94	0.81	0.71	0.84	0.76	0.82	0.63
"3637"	"YJL079C"	1.56	1.67	1.59	2.24	2.66	2.79	1.87
"3638"	"YJL081C"	0.8	0.59	0.58	0.58	0.62	0.77	0.84
"3639"	"YJL082W"	0.6	1.01	0.93	0.84	0.78	0.55	0.73
"3640"	"YJL084C"	0.8	0.48	0.58	0.65	0.71	0	0.49
"3641"	"YJL085W"	0.39	0.31	0.34	0.31	0.35	0.27	0.32
"3642"	"YJL086C"	0	0	0	0	0	0	0
"3643"	"YJL087C"	0.7	0.39	0.34	0.37	0.41	0.42	0.57
"3644"	"YJL088W"	0	0	0	0	0	0	0
"3645"	"YJL089W"	0	0	0	0	0	0	0
"3646"	"YJL090C"	1.04	0.76	0.79	0.81	0.89	1.16	1.12
"3647"	"YJL091C"	1.33	1.63	1.65	1.93	2.26	2.24	2.26
"3648"	"YJL093C"	1.22	1.19	1.29	1.46	1.46	1.4	1.55
"3649"	"YJL094C"	1.39	1.48	1.74	1.81	1.82	2.37	1.72
"3650"	"YJL096W"	1.29	2.19	2.62	2.3	2.21	1.53	1.38
"3651"	"YJL097W"	1.9	2.23	1.9	1.85	1.82	2.11	2.31
"3652"	"YJL098W"	1.05	0.34	0.24	0.33	0.44	0.51	0
"3653"	"YJL099W"	0.43	0.54	0.59	0.61	0.65	0.55	0.49
"3654"	"YJL100W"	0.44	0.75	0.84	0.74	0.67	0.69	0.61
"3655"	"YJL101C"	0.92	2.87	2.72	2.28	2.3	1.39	1.49
"3656"	"YJL102W"	0.5	1.45	1.97	1.27	1.25	0.65	0.63
"3657"	"YJL103C"	0.28	0.67	0.59	0.48	0.48	0.34	0.21
"3658"	"YJL104W"	1.26	1.62	1.85	1.71	1.69	1.46	1.41
"3659"	"YJL105W"	0	0	0	0	0	0	0
"3660"	"YJL106W"	0.54	0.56	0.71	0.7	0.68	0.7	0.53
"3661"	"YJL107C"	0.62	0.3	0.44	0.46	0.63	0.66	0.88
"3662"	"YJL108C"	0.51	0.43	0.55	0.57	0.6	0.6	0.7
"3663"	"YJL110C"	1.58	1.33	1.43	1.35	1.35	1.03	1.69
"3664"	"YJL111W"	2.85	3.27	3.06	3.25	3.34	3.61	2.73
"3665"	"YJL113W"	0	0	0	0	0	0	0
"3666"	"YJL114W"	0	0	0	0	0	0	0
"3667"	"YJL115W"	1.01	0.81	0.79	0.81	1.19	1.13	1.14
"3668"	"YJL116C"	0.72	1.04	1.31	2.29	1.76	5.53	2.56
"3669"	"YJL117W"	1.97	2.01	1.6	1.75	2.31	2.39	2.19
"3670"	"YJL118W"	1.29	1.11	0.85	0.88	1.1	1.26	1.42
"3671"	"YJL119C"	0.84	0.68	0.57	0.63	0.63	0.8	0.77
"3672"	"YJL120W"	1.28	1.2	1.23	1.11	0.91	1.02	1.1
"3673"	"YJL122W"	1.95	0.93	0.49	0.51	0.76	1.43	1.66
"3674"	"YJL124C"	1.85	2.31	2.17	1.74	1.78	2	1.73
"3675"	"YJL125C"	1.58	0.76	0.6	0.68	0.85	1.25	1.43
"3676"	"YJL126W"	0	0	0	0	0	0	0
"3677"	"YJL127C"	1.02	0.52	0.65	0.62	0.69	0.81	0.95
"3678"	"YJL128C"	0.95	1.19	1.48	1.38	1.4	1.58	1.13
"3679"	"YJL129C"	1.54	0.91	0.92	0.91	1.15	1.06	1.31
"3680"	"YJL131C"	0.65	1.26	1.41	1.29	1.25	0.61	0.65
"3681"	"YJL132W"	1.15	1.67	1.87	2.1	2.12	1.28	1.12
"3682"	"YJL133W"	0	0	0	0	0	0	0
"3683"	"YJL134W"	1.41	1.35	1.17	1.07	1.11	1.15	1.2
"3684"	"YJL135W"	0.96	0.88	0.77	0.81	0.75	0.79	0.78
"3685"	"YJL137C"	0	0	0	0	0	0	0
"3686"	"YJL139C"	0.44	0.37	0.37	0.47	0.47	0.53	0.45
"3687"	"YJL141C"	0.45	0.44	0.7	0.73	0.67	0.57	0.49
"3688"	"YJL142C"	1.21	2.18	2.57	2.43	1.77	1.7	1.43
"3689"	"YJL143W"	3.15	4.28	3.96	4.25	4.62	4.05	2.94
"3690"	"YJL144W"	0	0	0	0	0	0	0
"3691"	"YJL145W"	1.78	1.78	1.43	1.45	1.55	2.19	1.99
"3692"	"YJL146W"	0.5	0.61	0.62	0.66	0.58	0.52	0.57
"3693"	"YJL147C"	0.56	0.41	0.4	0.37	0.48	0.46	0.53
"3694"	"YJL148W"	4.06	1.91	0.93	1.13	1.54	2.35	2.72
"3695"	"YJL149W"	0.51	0.48	0.57	0.68	0.82	0.54	0.7
"3696"	"YJL150W"	0	0	0	0	0	0	0
"3697"	"YJL151C"	4.85	9.64	10.05	12.37	9.98	11.62	6.82
"3698"	"YJL152W"	1.27	2.71	2.53	2.75	2.3	2.75	1.84
"3699"	"YJL153C"	0	0	0	0	0	0	0
"3700"	"YJL154C"	1.12	1.14	1.47	1.37	1.6	1.58	1.41
"3701"	"YJL155C"	1.06	3.13	3.21	2.96	2.18	0	0.45
"3702"	"YJL156C"	0.59	0.43	0.48	0.55	0.56	0.53	0.58
"3703"	"YJL157C"	2.22	1.07	0.91	1.13	1.53	1.09	1.07
"3704"	"YJL158C"	20.76	25.91	23.03	31.46	36.64	49.71	42.09
"3705"	"YJL160C"	0.68	0.73	0.63	0.89	1.05	0.87	0.5
"3706"	"YJL161W"	2.5	8.45	15.66	17.87	20.95	8.45	5.03
"3707"	"YJL162C"	0.71	0.5	0.55	0.47	0.58	0.5	0.63
"3708"	"YJL163C"	1.3	4.6	4.03	4.9	3.95	1.5	0
"3709"	"YJL164C"	0	0	0	0	0	0	0
"3710"	"YJL166W"	4.73	12.56	9.86	7.89	7.26	6.59	5.21
"3711"	"YJL168C"	1.04	0.75	0.84	0.73	0.81	0.42	0.82
"3712"	"YJL169W"	1.77	1.66	1.54	1.26	1.39	0.92	1.32
"3713"	"YJL170C"	0	0	0	0	0	0	0
"3714"	"YJL171C"	5.77	8.33	8.69	10.77	9.91	15.98	9.77
"3715"	"YJL172W"	1.46	1.83	2.39	3.25	3.29	2.83	2.04
"3716"	"YJL173C"	2.82	4.02	3.35	2.96	3.22	3.8	3.72
"3717"	"YJL174W"	4.25	5.2	4.43	4.47	5.02	5.5	5.27
"3718"	"YJL175W"	0	0	0	0	0	0	0
"3719"	"YJL178C"	2.53	3.27	2.64	2.52	2.79	2.93	3.3
"3720"	"YJL179W"	1.65	1.7	1.23	1.23	1.34	1.47	1.61
"3721"	"YJL180C"	0.82	1.46	1.73	1.5	1.37	0.96	0.86
"3722"	"YJL181W"	0.68	0.6	0.68	0.73	0.85	0.37	0.62
"3723"	"YJL182C"	0	0	0	0	0	0	0
"3724"	"YJL183W"	2.02	1.88	1.73	1.79	1.98	1.73	2.32
"3725"	"YJL185C"	0.62	0.77	0.88	1.02	1.16	0.93	0.79
"3726"	"YJL186W"	1.9	2.05	1.99	2.18	2.61	2.3	2.19
"3727"	"YJL187C"	0.78	0.58	0.62	0.63	0.74	0.6	0.97
"3728"	"YJL188C"	6.53	9.36	6.13	4.84	4.19	5.68	6.09
"3729"	"YJL189W"	26.8	35.6	22.85	18.18	16.38	21.92	20.31
"3730"	"YJL191W"	8.07	9.47	5.67	4.36	4.27	5	5.07
"3731"	"YJL192C"	2.84	3.5	3.24	2.98	3.38	3.29	3.35
"3732"	"YJL193W"	0.81	0.68	0.58	0.63	0.72	0.79	0.63
"3733"	"YJL194W"	0.65	0	0	0	0	0	0.48
"3734"	"YJL195C"	0	0	0	0	0	0	0
"3735"	"YJL196C"	4.98	6.66	6.09	6.39	6.26	4.39	4.33
"3736"	"YJL197W"	0.83	0.63	0.59	0.68	0.66	0.68	0.88
"3737"	"YJL198W"	1.6	0.82	0.54	0.71	0.77	1.06	1.44
"3738"	"YJL199C"	0.74	1.08	1.08	1.21	1.24	1.21	0.93
"3739"	"YJL201W"	0.63	0.51	0.54	0.48	0.58	0.36	0.62
"3740"	"YJL202C"	0.68	0.77	0.74	0.64	0.69	0.5	0.6
"3741"	"YJL203W"	0.7	0.59	0.7	0.64	0.69	0.5	0.6
"3742"	"YJL204C"	0.7	0.74	0.74	0.67	0.74	0.67	0.67
"3743"	"YJL206C"	0.93	1.5	1.81	1.77	1.95	1.61	1
"3744"	"YJL208C"	1.23	0.64	0.48	0.5	0.71	1.06	1.24
"3745"	"YJL209W"	0.87	0.79	0.69	0.82	0.84	0.76	0.75
"3746"	"YJL210W"	0.7	1.17	1.23	1.25	1.05	1.15	0.78
"3747"	"YJL211C"	0	0	0	0	0	0	0
"3748"	"YJL212C"	1.32	0.98	0.83	0.74	0.73	0.67	0.8
"3749"	"YJL213W"	0.74	1.05	0.92	1.02	0.92	0.91	0.94
"3750"	"YJL215C"	0	0	0	0	0	0	0
"3751"	"YJL216C"	0	0	0	0	0	0	0
"3752"	"YJL218W"	0.48	0.77	0.73	0.6	0.33	0.33	0.3
"3753"	"YJL219W"	0	0	0	0	0	0	0
"3754"	"YJL220W"	0	0	0	0	0	0	0
"3755"	"YJL221C"	0.19	0.33	0.34	0.32	0.24	0.21	0.21
"3756"	"YJL222W"	0.4	0.31	0.34	0.34	0.34	0.33	0.31
"3757"	"YJL223C"	0.84	0.79	0.73	0.75	0.93	1.12	1.22
"3758"	"YJL225C"	2.27	2.17	2.31	2.28	2.39	1.81	2.01
"3759"	"YJR001W"	2.4	2.91	2.76	3.12	3.26	3.1	3.21
"3760"	"YJR002W"	1.6	0.49	0.46	0.43	0.51	0.97	1.32
"3761"	"YJR003C"	1.06	0.47	0.32	0.33	0.45	0.65	0.9
"3762"	"YJR004C"	2.49	1.8	2.02	2.29	2.09	2.47	2.39
"3763"	"YJR005W"	0.94	0.77	0.92	0.79	0.88	0.77	0.83
"3764"	"YJR006W"	1.13	1.19	1.21	1.08	0.92	1.11	1.18
